task,stage,model_family,family,specification,model_id,representation,quantile,cohort,origin,fold,n_train,n_evaluation,train_order_id_sha256,evaluation_order_id_sha256,test_order_id_sha256,parameters_json,numeric_features_json,categorical_features_json,ordered_feature_sha256,fitted_model_sha256,model_hash_type,best_iteration,source_model_frame_sha256,direct_config_sha256
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQS,DQS,score_only,0.9,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,686cc3ee8816d229734709c8240ad058d0d22ddaf7aacf0eab323e5557d27e32,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQB,DQB,score_only,0.5,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,d887a4563ce7e954d1be6e3282546a9827c3584f187e786681d65b2d9bdd3055,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQB,DQB,score_only,0.9,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,76e95df044e0f760fb107f9d47dfaaa51d5811ff71c44f5e50cd6867f5f83fb0,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQG,DQG,score_only,0.5,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,1559a56e1103e6594f314d98588aa3e3ddd3d501e1029d33f33a70f26990f652,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQG,DQG,score_only,0.9,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,829f232d366cc24b8a65630c992a9a6b159bf1ee5120a6558813039044b604df,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQS,DQS,score_only,0.5,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,5051f7f70044c52d77eebbf7a44792256c52a1ba049b479bc5786aafee78c8b1,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQS,DQS,score_only,0.9,2018-02,2018-02-01 00:00:00,,2197,926,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,d596e21a4bccf786eba079874a5f7e82ab4c2f0922515aad7fb6b734015049ba,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQB,DQB,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,2f3d136340aaf17bc225eef6a91ecf86653f057df504424213d73472ee28829a,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQB,DQB,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,a827967c47b9f5e3d3b5bf0fa8ca7eb61703a80ed94c817a41be85b4aa37f497,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQG,DQG,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,3ee80e202378cda11060d803009d56c91f1ce04344f54e3e7d1ce2f87cf73c4e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQG,DQG,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,dcf3f754ad5bb07e01630675088576140ae66e6810de8640f3a67738a9efe897,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQS,DQS,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,1988b608d02bd25579856ad4639b8250c96fe95f3f99926aba32ab69ba111350,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQS,DQS,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,028ce93418db8f90dff31f24eb4a784aba778b714ee09c6f9c94b183e5760ace,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQB,DQB,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,34a221839dfee43bdcfa7519b5efa1676252d663b893672dbcb909f895fe8a6e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQB,DQB,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,64a3b77b410dc21b1cd50150c30832f6626e050016de1537c91b6856a9f52e47,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQG,DQG,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,3cb1f69c979194634f6ae24a9752acdde7acb9fd1f2f26d7c7d0f386ab3894c5,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQG,DQG,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,e178c519490739f5beed9e78109da593fa41939300d8c1759072c7b5c3ca5cb1,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQS,DQS,score_only,0.5,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,3dd9c80515f6d4f87f01f4c2d479bdefa0fd320bdd5cf23120d25a9ded20329a,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQS,DQS,score_only,0.9,2018-03,2018-03-01 00:00:00,,2520,1328,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,6cbf5df871fcf7cd420f0b641761959886d010df78faeb57a2c7ddc128425f8d,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQB,DQB,score_only,0.5,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,ea82b2b2d2ff52239ba476850884d574fff47dcb637aff176d2656953876ded7,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQB,DQB,score_only,0.9,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,d66293e5350da310fcd127246fae3d27628fd57cd7bb45024f75976ac954c93e,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQG,DQG,score_only,0.5,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,b4b854b269af04c0f81ba3f079ddc9ba3fd924e8b84d630929c221fc5cf27ea9,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQG,DQG,score_only,0.9,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""R1_score"",""R2_score""]",[],3766dc3232503b9ae286e55a8bd35fac5fe1d3245fcd29bcf71c7ba9cdc58637,f3b01db1204fbf080259ebb92020a6fa2b2079a8c750b1a22b3cf47f6e912384,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQS,DQS,score_only,0.5,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.0001,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,455e03457362a1652869aeae2c0d7b085901206d881d2573e7c9643d08e36200,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,linear_quantile,linear_quantile,DQS,DQS,score_only,0.9,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""alpha"":0.01,""solver"":""highs""}","[""promised_delivery_days"",""S1_score"",""S2_score""]",[],1a935f0082e8f912fa6676e6c253f030507438f99e9ff86c8bb06e45d0333d82,487254364ca0c8b22bdc89753b866e49e6de563ffa30c4899a7a422ee7fe7acc,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
severity,later_score_only_sensitivity,xgboost_quantile,xgboost_quantile,DQB,DQB,score_only,0.5,2018-04,2018-04-01 00:00:00,,3417,306,c696c0bce90953fd287abfc368108f2b27970021239d0944fd1066180bd245e0,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,f70654d8c209bccbb417414da1c2ceea047caa7f2467d1ed8101efa66eb66fd9,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}","[""promised_delivery_days"",""S1_score"",""S2_score"",""R1_score"",""R2_score""]",[],8e839303586410634b4111720a721a21467d5baefb8e162bfcff1725b8a831bb,adf4713f5ebc8555dd081cac76c1a073e5fa4596b2b41c4b8a3ce9b5c903c892,sha256_pickle_protocol_5_fitted_wrapper,,a6d4ea5e457fb16115588bf96c200086a69b750e8b7b7ece1538846a303a71f3,b187add9d353488cbebc63ca4c13b0952335beab4347499cee5aecdb82fe6401
